id,name,short_name,description
10399,Precio medio ponderado regulación terciaria a bajar de activación programada (AP),Precio medio ponderado bajar (AP),"<p>La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.</p><p>Este servicio se encuentra regulado en el P.O. 7.3</p><p>En concreto este indicador se refiere al precio medio ponderado resultante de la asignación programada de energía de regulación terciaria a bajar</p><p>La fuente de información que proporciona este dato es REE.</p><p><b>Publicación:</b> a más tardar, 30 minutos después del correspondiente periodo de programación.</p>"
10400,Precio medio ponderado regulación terciaria a subir de activación directa (AD),Precio medio ponderado subir (AD),"<p>La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.</p><p>Este servicio se encuentra regulado en el P.O. 7.3</p><p>En concreto este indicador se refiere al precio medio ponderado resultante de la asignación directa de energía de regulación terciaria a subir.</p><p>La fuente de información que proporciona este dato es REE.</p><p><b>Publicación:</b> a más tardar, 30 minutos después del correspondiente periodo de programación.</p>"
10401,Precio medio ponderado regulación terciaria a bajar de activación directa (AD),Precio medio ponderado bajar (AD),"<p>La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.</p><p>Este servicio se encuentra regulado en el P.O. 7.3</p><p>En concreto este indicador se refiere al precio medio ponderado resultante de la asignación directa de energía de regulación terciaria a bajar.</p><p>La fuente de información que proporciona este dato es REE.</p><p><b>Publicación:</b> a más tardar, 30 minutos después del correspondiente periodo de programación.</p>"
10403,Precio medio horario componente mecanismo de ajuste RD-L 10/2022,Mecanismo de ajuste RD-L 10/2022,<p>Precio medio horario componente mecanismo de ajuste RD-L 10/2022</p>
10404,Precio medio horario componente mecanismo de ajuste RD-L 10/2022 contratación libre,Mecanismo de ajuste CLI,<p>Precio medio horario componente mecanismo de ajuste RD-L 10/2022 contratación libre</p>
10405,Precio medio horario componente mecanismo de ajuste RD-L 10/2022 comercializadores de referencia,Mecanismo de ajuste CUR,<p>Precio medio horario componente mecanismo de ajuste RD-L 10/2022 comercializadores de referencia</p>
10406,RD-L 10/2022 mercado diario e intradiario - Mensual,Mercado diario e intradiario,<p>RD-L 10/2022 mercado diario e intradiario - Mensual</p>
10407,RD-L 10/2022 mercado diario e intradiario - diferencia por liquidación con medidas - Mensual,Mercado diario e intradiario,<p>RD-L 10/2022 mercado diario e intradiario - diferencia por liquidación con medidas - Mensual</p>
10408,RD-L 10/2022 restricciones tÃ©cnicas y mercados de balance - Mensual,Mercado diario e intradiario,<p>RD-L 10/2022 restricciones tÃ©cnicas y mercados de balance - Mensual</p>
10409,RD-L 10/2022 mercado diario e intradiario - Anual,Mercado diario e intradiario,<p>RD-L 10/2022 mercado diario e intradiario - Anual</p>
10410,RD-L 10/2022 mercado diario e intradiario - diferencia por liquidación con medidas - Anual,Mercado diario e intradiario,<p>RD-L 10/2022 mercado diario e intradiario - diferencia por liquidación con medidas - Anual</p>
10411,RD-L 10/2022 restricciones técnicas y mercados de balance - Anual,Mercado diario e intradiario,"<p>RD-L 10/2022 restricciones t&eacute;cnicas y mercados de balance - Anual</p>
"
10412,Precio medio ponderado de activación del servicio de respuesta activa de la demanda ,Precio medio ponderado de activación del servicio de respuesta activa de la demanda ,"<p> Es un servicio específico de balance del sistema eléctrico peninsular español que tiene por objeto hacer frente a situaciones de escasez de reserva de balance a subir mediante la obtención de recursos adicionales a los ya disponibles mediante la utilización de los servicios estándar de balance europeos. </p><p>Este servicio se encuentra regulado en el P.O. 7.5 </p><p>En concreto este indicador se refiere al precio medio ponderado resultante del proceso de asignación del servicio de respuesta activa de la demanda. </p><p><b>Publicación:</b> a más tardar, 30 minutos después del correspondiente periodo de programación.</p>"
10456,Porcentaje de Energía Renovable No Integrable por restricciones técnicas RTT en el PDBF Fase 1,ERNI RRTT PDBF RTT,"<p>El proceso de solución de restricciones técnicas del PDBF es el proceso realizado por el Operador del sistema con el objeto de resolver las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento (PDBF) mediante la modificación de los programas de las unidades de programación por criterios de seguridad (Fase 1). Este servicio se encuentra regulado en el P.O. 3.2.</p> <p>En concreto este indicador se calcula como la energía renovable redespachada a bajar identificadas en la red de transporte (RTT) en el proceso de solución de restricciones técnicas del diario (Fase I) respecto al Programa Diario Base de Funcionamiento (PDBF) en %.</p><p>En el cálculo de este indicador se consideran los programas de unidades renovables peninsulares de biogás, biomasa, eólica terrestre, hidráulica no perteneciente a una Unidad de Gestión Hidráulica, solar fotovoltaica, solar térmica e hibridación renovable. </p><p><b>Publicación:</b> el día 2 de cada mes con los datos hasta el mes anterior.</p>"
10457,Porcentaje de Energía Renovable No Integrable por restricciones técnicas RTD en PDBF Fase 1,ERNI RRTT PDBF RTD,"<p>El proceso de solución de restricciones técnicas del PDBF es el proceso realizado por el Operador del sistema con el objeto de resolver las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento (PDBF) mediante la modificación de los programas de las unidades de programación por criterios de seguridad (Fase 1). Este servicio se encuentra regulado en el P.O. 3.2.</p><p>En concreto este indicador se calcula como la energía renovable redespachada a bajar identificadas en la red de distribución (RTD) en el proceso de solución de restricciones técnicas del diario (Fase I) respecto al Programa Diario Base de Funcionamiento (PDBF) en %.</p><p>En el cálculo de este indicador se consideran los programas de unidades renovables peninsulares de biogás, biomasa, eólica terrestre, hidráulica no perteneciente a una Unidad de Gestión Hidráulica, solar fotovoltaica, solar térmica e hibridación renovable.</p><p><b>Publicación:</b> el día 2 de cada mes con los datos hasta el mes anterior.</p>"
10458,Porcentaje de Energía Renovable No Integrable por restricciones técnicas RTT en tiempo real,ERNI RRTT TR RTT,"<p>El proceso de solución de restricciones técnicas en tiempo real es realizado por el Operador del sistema y consiste en la solución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las unidades de programación. Este servicio se encuentra regulado en el P.O.3.2.</p><p>En concreto este indicador se calcula como la energía renovable redespachada a bajar identificadas en la red de transporte (RTT) en el proceso de solución de restricciones técnicas en tiempo real respecto al Programa Horario Final Continuo (PHFC) en %.</p><p>En el cálculo de este indicador se consideran los programas de unidades renovables peninsulares de biogás, biomasa, eólica terrestre, hidráulica no perteneciente a una Unidad de Gestión Hidráulica, solar fotovoltaica, solar térmica e hibridación renovable.</p><p><b>Publicación:</b> el día 2 de cada mes con los datos hasta el mes anterior.</p>"
